property_type,sector,society,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
house,surya vihar,independent,0.45,8411.0,3,2,1,1.0,Old Property,594.0,0,0,0,0,0,0,0
flat,sector 28,DLF Regency Park 13.6 ★,1.35,11989.0,2,2,2,1.0,Moderately Old,1109.0,0,0,0,0,0,0,0
flat,sohna road,Breez Global Heights4.2 ★,0.28,7143.0,1,1,1,4.0,New Property,443.0,0,0,0,0,0,2,26
flat,sector 85,Orris Aster Court,0.9,5671.0,3,3,3,8.0,Relatively New,1436.0,0,0,0,0,0,0,49
flat,sector 71,Signature Andour Heights3.8 ★,0.37,8222.0,1,1,2,2.0,Relatively New,450.0,0,0,0,0,0,0,65
flat,sector 88a,Godrej Oasis3.9 ★,1.5,8108.0,3,3,2,3.0,Relatively New,2056.0,0,0,0,0,0,0,47
flat,sector 95,ROF Ananda,0.33,60.0,2,2,1,13.0,Relatively New,61019.0,0,0,0,0,0,0,37
flat,manesar,Deepak Minda,1.25,4715.0,4,4,3+,6.0,Moderately Old,2946.0,0,0,0,0,0,1,44
flat,sector 69,Unitech Sunbreeze,0.74,5502.0,3,3,1,10.0,Under Construction,1210.0,0,1,0,0,0,0,60
flat,sector 56,Park Royal Apartment,1.71,7600.0,3,3,3+,5.0,Moderately Old,2251.0,0,1,0,0,0,1,118
house,sector 28,independent,1.39,11583.0,2,2,1,3.0,Old Property,1450.0,0,0,1,0,0,0,37
flat,sector 22,Ambience Creacions,3.99,12913.0,3,5,3+,3.0,New Property,2796.0,0,1,0,0,0,2,102
flat,sector 15,Park View Apartments,1.6,11034.0,3,3,3+,2.0,Moderately Old,1611.0,0,0,0,1,0,0,56
flat,sohna road,Signature Global Park4.0 ★,0.75,6938.0,2,2,0,1.0,Relatively New,1081.0,0,0,0,0,0,0,0
flat,sohna road,GLS Arawali Homes3.8 ★,0.35,6076.0,2,2,2,12.0,New Property,521.0,0,0,0,0,0,0,42
house,sector 14,independent,6.46,18889.0,5,5,2,3.0,Moderately Old,3420.0,1,1,0,1,0,1,27
flat,sector 104,ATS Triumph3.9 ★,2.78,8825.0,4,4,3+,11.0,Relatively New,2851.0,0,1,0,0,0,0,110
flat,sector 85,SS The Leaf3.8 ★,1.83,7609.0,3,4,3,9.0,Relatively New,1925.0,0,0,0,0,0,0,49
house,sector 50,unitech aspen greens,6.8,31481.0,4,5,3,3.0,Old Property,2160.0,1,1,0,0,0,1,111
flat,sector 113,La Vida by Tata Housing,3.0,14286.0,3,3,3+,3.0,Relatively New,2460.0,0,1,0,0,0,0,167
flat,sector 82,Vatika The Seven Lamps3.8 ★,0.81,6193.0,2,2,2,15.0,Relatively New,1176.0,0,0,0,0,0,1,117
flat,sector 82,Mapsko Casa Bella3.8 ★,1.3,6379.0,4,4,3+,1.0,Relatively New,1774.0,0,1,0,0,0,0,130
flat,sector 5,om apartment Dayanand colony,0.26,4370.0,1,1,1,3.0,Relatively New,648.0,0,0,0,0,0,0,14
flat,sector 61,Smart World Orchard,1.47,12783.0,2,2,2,4.0,Under Construction,1278.0,1,0,0,0,0,0,31
flat,sector 83,Mapsko Paradise3.9 ★,0.75,5597.0,3,3,3,10.0,New Property,1162.0,0,0,0,0,1,1,49
flat,sector 70a,AIPL Zen Residences,1.34,10276.0,2,2,3+,17.0,New Property,1180.0,0,0,0,0,0,1,110
flat,sector 70a,Aipl Peaceful Homes,2.75,12791.0,3,3,3+,14.0,Relatively New,2150.0,0,0,0,0,0,0,0
flat,sector 65,Emaar MGF Emerald Floors Premier3.8 ★,2.5,15152.0,3,3,3,3.0,Relatively New,1493.0,1,1,0,0,0,0,15
flat,sector 99a,Prime Habitat,0.27,6054.0,2,2,1,10.0,Relatively New,498.0,0,0,0,0,0,0,67
flat,sector 33,Central Park Flower Valley Aqua Front Towers,2.0,11179.0,3,3,3+,8.0,New Property,1619.0,0,0,0,0,0,0,23
flat,sector 66,Emaar MGF The Palm Drive4.1 ★,2.85,14615.0,3,3,3,11.0,Relatively New,1950.0,1,0,0,0,0,1,67
flat,sector 56,Professors Enclave CGHS,1.54,8324.0,3,3,2,6.0,Old Property,1920.0,0,1,0,1,0,1,104
flat,sector 107,Signature Global Solera3.7 ★,0.35,6399.0,2,2,2,8.0,Relatively New,608.0,0,0,0,0,0,0,45
flat,sohna road,GLS Arawali Homes3.8 ★,0.35,6076.0,2,2,2,11.0,Relatively New,528.0,0,0,0,0,0,0,64
flat,sector 108,Experion The Heartsong3.9 ★,2.0,7197.0,4,4,3+,10.0,Relatively New,2500.0,0,1,0,1,0,1,174
flat,sector 22,Ambience Creacions,1.99,14420.0,2,2,2,9.0,New Property,1285.0,1,1,0,1,0,0,20
flat,sector 92,Raheja Navodaya3.6 ★,0.85,5407.0,3,3,0,0.0,Relatively New,1423.0,0,0,0,0,0,0,88
flat,manesar,DLF Express Greens3.9 ★,1.5,6359.0,4,5,3+,10.0,New Property,2135.0,0,1,0,0,0,0,32
flat,sector 86,DLF The Skycourt4.2 ★,2.2,11500.0,3,3,1,7.0,Relatively New,1747.0,0,0,0,1,0,2,77
flat,sector 37c,Corona Optus3.9 ★,1.27,7232.0,3,3,3,2.0,Relatively New,1595.0,0,0,0,0,1,0,49
flat,sector 89,Adani Aangan Galleria,0.42,4941.0,2,2,2,3.0,Relatively New,769.0,0,0,0,0,0,0,0
flat,sohna road,HCBS Sports Ville3.6 ★,0.32,5517.0,2,2,1,7.0,New Property,644.0,0,0,0,0,0,0,37
house,sohna road road,independent,0.5,5556.0,2,1,2,1.0,Moderately Old,900.0,0,0,0,0,0,0,0
house,sector 41,independent,11.0,33951.0,4,4,2,3.0,New Property,3240.0,1,1,0,1,0,1,35
flat,sector 90,DLF New Town Heights 13.9 ★,1.25,6477.0,3,3,3+,17.0,Relatively New,1700.0,0,1,0,1,0,0,65
flat,sector 107,M3M Woodshire4.0 ★,1.2,6176.0,3,3,3,7.0,Relatively New,1750.0,0,0,0,0,0,1,49
flat,sector 79,Godrej Aria3.8 ★,1.7,7427.0,3,4,3+,6.0,New Property,1659.0,0,1,0,0,0,0,81
flat,sector 90,DLF New Town Heights 13.9 ★,1.65,6980.0,4,4,3+,15.0,Moderately Old,2139.0,0,1,0,0,0,1,137
flat,sector 49,Orchid Petals4.1 ★,2.55,12319.0,3,4,3,8.0,Relatively New,2060.0,1,0,0,0,0,1,49
flat,sector 69,Tulip Violet4.3 ★,1.66,10134.0,3,3,2,0.0,Relatively New,1482.0,0,0,0,0,0,0,157
flat,sector 3,Apna Enclave,0.8,6154.0,3,3,1,0.0,Old Property,1000.0,0,0,0,0,0,0,0
flat,sector 102,Adani M2K Oyster Grande3.9 ★,4.55,10000.0,4,4,3+,11.0,Relatively New,4630.0,0,0,0,0,0,1,60
house,sector 48,vipul tatvam villa,8.25,38194.0,4,4,3+,3.0,Relatively New,2160.0,0,1,1,0,0,1,160
flat,sector 69,Tulip Violet4.2 ★,1.75,8706.0,4,4,2,10.0,Relatively New,1819.0,0,0,0,0,0,1,109
flat,sector 74,M3M Skywalk,1.54,10815.0,2,2,3+,15.0,Relatively New,1200.0,0,0,0,0,1,0,137
flat,sector 77,Emaar MGF Palm Hills4.0 ★,1.08,5400.0,3,4,3+,5.0,Relatively New,1810.0,1,1,0,0,1,1,167
flat,sector 83,Emaar Palm Gardens4.1 ★,1.38,8023.0,3,3,3,5.0,Relatively New,1350.0,0,1,0,0,0,1,8
flat,sector 61,Smart World Orchard,2.24,14461.0,3,3,2,3.0,New Property,1402.0,0,0,0,0,1,0,0
house,sector 23,independent,4.0,16006.0,3,3,2,2.0,Moderately Old,2430.0,0,1,0,0,0,1,115
flat,sector 102,Shapoorji Pallonji Joyville Gurugram4.0 ★,1.4,11667.0,2,2,3,0.0,Relatively New,1286.0,0,0,0,0,0,0,80
flat,sector 2,Bestech Park View Residency3.9 ★,0.95,6709.0,2,2,3,10.0,Old Property,1573.0,0,0,0,0,0,1,88
flat,sector 81,Bestech Park View Ananda4.2 ★,1.15,6928.0,3,2,3+,12.0,Relatively New,1352.0,0,0,0,0,0,0,101
house,sector 4,independent,0.5,9259.0,2,3,2,3.0,Old Property,540.0,0,0,0,0,0,0,0
house,sector 25,independent,13.5,19286.0,9,9,0,1.0,Relatively New,7000.0,0,0,0,0,0,0,0
flat,sector 110,Indiabulls Enigma,3.45,10147.0,4,4,3,9.0,Moderately Old,3077.0,0,1,0,0,0,1,125
flat,sector 109,SBTL Caladium,1.63,6405.0,3,3,2,8.0,Relatively New,2303.0,0,1,0,0,0,0,159
flat,sector 86,DLF The Skycourt4.2 ★,1.35,6998.0,3,3,1,9.0,Relatively New,1746.0,0,0,0,0,0,0,119
flat,sector 2,Ansal API Celebrity Suites,0.6,8163.0,1,1,1,5.0,Moderately Old,665.0,0,0,0,0,0,1,67
flat,sector 65,Emaar MGF Emerald Floors Premier3.8 ★,2.8,16970.0,3,3,3+,3.0,Relatively New,1650.0,1,1,0,0,0,1,38
flat,sector 28,Essel Tower,2.2,12500.0,3,4,3+,3.0,Moderately Old,1956.0,0,1,0,0,0,2,0
house,ravi nagar,independent,1.1,6111.0,4,3,1,2.0,Old Property,200.0,0,0,0,0,0,0,0
flat,sector 65,M3M Golfestate4.4 ★,5.4,18127.0,3,4,3,19.0,Moderately Old,2696.0,1,1,0,0,0,1,174
flat,sector 84,Antriksh Heights3.7 ★,0.73,6083.0,2,2,3+,4.0,Relatively New,1026.0,1,0,1,1,0,0,158
flat,sector 81,DLF The Ultima4.0 ★,2.3,10994.0,3,4,3+,6.0,New Property,1893.0,0,1,0,0,0,2,167
flat,sector 39,City Heights,1.75,8750.0,3,4,3,3.0,Old Property,2222.0,0,1,0,0,0,2,42
flat,sector 33,Unitech The Residences3.7 ★,1.55,9873.0,3,4,1,1.0,Relatively New,1421.0,0,1,0,0,0,0,37
flat,sector 65,Emaar Mgf Emerald Floors3.9 ★,3.2,10159.0,4,3,2,1.0,Relatively New,3150.0,0,1,0,0,0,0,0
house,sector 46,independent,4.35,23693.0,3,8,2,3.0,Relatively New,1836.0,1,0,0,1,0,1,19
flat,sector 95,The Roselia 2,0.45,6475.0,2,2,2,19.0,Relatively New,695.0,0,0,0,0,0,0,0
flat,sector 113,La Vida by Tata Housing,1.75,10492.0,2,2,3,10.0,Relatively New,1424.0,1,0,0,0,0,0,93
flat,sector 85,ss,1.18,7169.0,2,2,3,4.0,Relatively New,1630.0,0,0,0,0,0,0,49
flat,sector 102,Conscient Heritage Max4.3 ★,1.75,2414.0,3,4,3+,16.0,Relatively New,1748.0,0,1,0,0,0,1,134
house,sector 47,independent,5.15,26615.0,3,9,3+,3.0,Relatively New,1935.0,0,0,1,0,0,1,75
flat,sector 2,Bestech Park View Residency3.9 ★,0.55,8462.0,1,1,2,7.0,Moderately Old,588.0,0,0,0,0,0,0,31
flat,sector 104,Hero Homes,1.4,15819.0,3,2,2,4.0,Under Construction,1120.0,0,0,0,0,0,0,49
flat,sector 102,Emaar Gurgaon Greens4.1 ★,1.45,8788.0,3,3,3,8.0,Relatively New,1300.0,0,1,0,0,0,0,49
flat,sector 89,Adani Aangan Galleria,0.25,5000.0,1,1,1,6.0,New Property,430.0,0,0,0,0,0,0,74
flat,sohna road,Signature Global Park4.0 ★,0.9,8036.0,3,2,2,2.0,Under Construction,1014.0,0,0,0,0,0,0,144
house,sector 11,independent,0.95,7308.0,5,3,0,1.0,Moderately Old,1300.0,0,0,0,0,0,0,0
flat,sector 85,SS The Leaf3.8 ★,1.78,7392.0,3,4,3+,6.0,New Property,2179.0,0,0,1,0,0,0,113
flat,sector 37c,Corona Optus3.9 ★,1.27,7204.0,3,3,3,2.0,Relatively New,1581.0,1,0,0,0,1,0,49
house,sector 4,independent,0.85,630.0,3,3,1,1.0,Relatively New,13500.0,0,0,0,0,1,0,0
flat,sector 85,SS The Leaf3.8 ★,2.15,7646.0,4,5,3+,1.0,Relatively New,2545.0,0,1,0,0,0,0,165
house,sector 4,independent,0.61,11111.0,2,2,2,2.0,Moderately Old,61.0,0,0,0,0,1,0,14
house,sector 31,independent,3.5,24155.0,4,3,3,2.0,Moderately Old,1449.0,0,0,1,0,0,1,81
flat,sector 36a,AVL 36 Gurgaon3.7 ★,0.5,8333.0,1,1,1,5.0,Relatively New,600.0,0,0,0,0,0,0,0
house,sector 25,independent,6.5,36111.0,4,3,3,3.0,Moderately Old,1800.0,1,0,0,1,0,0,19
flat,sector 2,Bestech Park View Residency3.9 ★,0.98,6262.0,2,2,3,14.0,Moderately Old,1416.0,1,0,0,0,0,0,92
flat,sector 50,The Close North4.0 ★,2.5,11945.0,3,3,3,11.0,Relatively New,1894.0,0,0,0,1,0,1,127
flat,sector 49,Orchid Petals4.1 ★,4.79,11629.0,5,5,3+,14.0,Relatively New,3724.0,1,1,0,1,0,0,49
flat,sector 108,Experion The Heartsong3.9 ★,0.98,13351.0,2,3,3,12.0,Relatively New,978.223232,1,1,1,1,0,1,31
flat,sector 79,Mapsko Mount Ville4.1 ★,1.85,9640.0,3,4,3,21.0,New Property,1643.0,0,1,0,1,0,0,49
house,sohna road road,independent,0.95,8920.0,3,10,3+,3.0,New Property,1065.0,0,0,0,0,0,0,0
flat,sector 86,DLF The Skycourt4.2 ★,1.6,8294.0,3,3,1,14.0,Relatively New,1746.0,0,0,0,1,0,0,72
flat,sector 66,Emaar MGF The Palm Drive4.1 ★,3.98,18091.0,3,4,3+,2.0,Moderately Old,2200.0,0,1,0,0,0,1,123
flat,sector 85,SS The Leaf3.8 ★,1.2,12371.0,2,2,2,4.0,Relatively New,1190.0,0,1,1,0,0,0,81
flat,sector 83,Vatika Gurgaon 213.7 ★,1.12,6455.0,3,3,2,17.0,Moderately Old,1500.0,0,0,0,0,0,1,111
house,sector 12,independent,1.2,14184.0,2,4,2,2.0,Relatively New,846.0,0,0,0,1,0,1,7
flat,sector 65,M3M Golfestate4.4 ★,4.95,15906.0,3,3,3,10.0,Relatively New,2816.0,0,1,0,0,0,1,82
house,sector 26,dlf city plots,13.5,29880.0,5,5,3,2.0,Old Property,4518.0,1,1,1,1,0,1,110
flat,sector 69,Tulip Violet4.3 ★,2.05,9951.0,4,4,2,0.0,Relatively New,1889.0,0,0,0,0,0,0,157
flat,sector 81,Vipul Lavanya3.9 ★,0.75,5967.0,2,2,2,7.0,Moderately Old,1397.0,0,0,0,0,0,0,37
flat,sector 95,Signature The Roselia3.6 ★,0.45,7909.0,2,2,2,2.0,New Property,632.0,0,0,0,0,0,1,31
house,sector 13,ganpati heights apartment,1.25,151.0,10,6,2,3.0,Old Property,115.0,0,0,0,0,1,0,7
flat,sector 9a,Railway Officers RPF Society,1.25,6921.0,4,3,3,1.0,Old Property,2007.0,0,1,0,0,0,1,12
flat,sector 86,Microtek Greenburg3.8 ★,1.25,8446.0,2,2,3,13.0,Moderately Old,1339.0,1,0,0,0,0,0,6
flat,sector 81,Vipul Lavanya3.9 ★,1.28,7175.0,3,3,3,1.0,Moderately Old,1982.0,0,1,0,1,0,1,49
flat,sector 90,Shree Vardhman Flora3.8 ★,0.95,6333.0,3,3,3,9.0,Relatively New,1667.0,0,1,0,0,0,0,90
flat,sector 81,DLF The Ultima4.0 ★,3.45,12013.0,4,4,3+,10.0,New Property,2599.0,0,1,0,0,0,2,165
flat,sector 81,Bestech Park View Grand Spa4.3 ★,4.5,10714.0,4,6,3+,17.0,Relatively New,3801.0,0,1,0,0,0,1,44
flat,sector 82,Vatika The Seven Lamps3.8 ★,1.0,6969.0,2,2,2,14.0,Relatively New,1299.0,1,0,0,0,1,0,69
flat,sector 89,Greenopolis,0.9,4700.0,3,3,0,14.0,Under Construction,1910.0,0,0,0,0,0,0,67
house,sector 4,independent,1.1,6111.0,4,4,3+,2.0,Old Property,1800.0,0,0,0,0,0,0,7
flat,sector 37c,Piedmont Taksila heights3.6 ★,1.0,6506.0,3,3,3+,8.0,Relatively New,1708.0,0,0,0,0,0,1,49
flat,sector 102,Shapoorji Pallonji Joyville Gurugram4.0 ★,2.5,13998.0,3,3,3,15.0,Under Construction,1653.0,0,0,0,0,0,0,151
house,sector 13,independent,0.62,3588.0,6,6,0,3.0,Old Property,192.0,0,0,0,0,0,0,0
flat,sector 50,SS Hibiscus,6.0,12272.0,4,3,3,5.0,Moderately Old,3982.0,0,1,0,0,0,0,31
house,sector 12,independent,2.75,12343.0,6,6,2,2.0,Old Property,2228.0,0,0,0,0,0,0,0
flat,sector 109,SBTL Caladium,1.7,6680.0,3,3,3+,9.0,Relatively New,2303.0,0,1,0,0,0,0,159
flat,sector 89,Smart World Gems,1.25,8784.0,3,3,3,2.0,Under Construction,1288.0,0,0,0,1,0,0,12
flat,sector 37c,ILD Greens4.1 ★,1.05,7500.0,3,3,3,4.0,New Property,1500.0,0,0,0,0,0,1,5
flat,sector 85,SS The Leaf3.8 ★,2.2,11179.0,4,5,3+,4.0,Relatively New,2390.0,0,1,0,1,0,0,174
flat,sector 2,Bestech Park View Residency3.9 ★,0.98,6960.0,2,2,3,0.0,Moderately Old,1281.0,0,0,0,0,0,0,85
flat,sector 110,Indiabulls Enigma,4.0,9850.0,4,4,3,17.0,New Property,3350.0,0,0,0,0,0,0,0
flat,sector 72,Tata Primanti4.1 ★,4.0,16032.0,4,5,3+,22.0,Relatively New,2701.0,0,1,0,0,0,1,174
flat,sector 102,Emaar Gurgaon Greens4.1 ★,1.38,13490.0,3,3,3,6.0,Relatively New,1315.0,0,1,0,0,0,1,128
flat,sector 112,Experion Windchants3.8 ★,3.1,20667.0,2,2,3,9.0,Relatively New,1500.0,1,1,1,0,0,1,80
flat,sector 65,Emaar MGF Emerald Estate3.8 ★,1.73,12401.0,3,3,3,9.0,Relatively New,1262.0,0,1,0,0,0,2,159
flat,sector 77,Emaar MGF Palm Hills4.0 ★,1.25,8621.0,3,4,3,1.0,Relatively New,1611.0,0,1,0,0,0,1,104
flat,sector 65,M3M Heights,2.78,15200.0,3,3,3,44.0,Relatively New,1829.0,0,0,0,0,0,0,56
house,sector 56,independent,4.0,26613.0,4,4,3+,2.0,Relatively New,1503.0,0,0,0,0,0,1,24
house,sector 82,vatika india next,7.0,21605.0,4,4,3+,3.0,Relatively New,3900.0,0,1,0,0,0,2,105
flat,sector 36,The Serenas,0.42,7910.0,2,2,1,3.0,New Property,590.0,0,0,0,0,0,0,0
house,sector 110,independent,0.34,6800.0,1,1,0,1.0,Moderately Old,500.0,0,0,0,0,0,0,0
flat,sector 70a,AIPL The Peaceful Homes3.9 ★,2.5,10638.0,3,4,3,8.0,Relatively New,2127.0,0,1,1,0,0,1,174
flat,sector 90,DLF Regal Gardens3.9 ★,1.2,6838.0,3,3,3+,15.0,Relatively New,1572.0,0,0,0,0,0,0,118
flat,sector 102,Adani M2K Oyster Grande3.9 ★,2.5,7817.0,4,5,3+,5.0,Relatively New,2894.0,0,1,0,0,0,0,76
flat,sector 90,Shree Vardhman Flora3.8 ★,0.65,4815.0,2,2,3,6.0,Relatively New,1222.0,1,0,0,0,0,0,165
house,sector 2,independent,2.95,15989.0,4,4,3+,2.0,Old Property,1845.0,0,0,0,0,0,0,27
flat,sector 89,Smart World Gems,1.0,9009.0,2,2,3,3.0,New Property,1233.0,1,0,0,0,1,0,99
flat,sohna road,Signature The Serenas,0.45,8475.0,2,2,1,10.0,New Property,590.0,0,0,0,0,0,0,23
flat,sector 81,Bestech Park View Grand Spa4.3 ★,2.2,8271.0,3,4,3+,8.0,Relatively New,2481.0,0,1,0,0,0,1,165
flat,sector 92,GLS Avenue 51,0.42,7107.0,2,2,1,4.0,Relatively New,657.0,1,0,0,1,0,1,42
house,sector 92,independent,1.8,7627.0,4,5,0,13.0,Relatively New,2360.0,0,0,0,0,0,0,0
flat,sector 95,Siddhartha Apartment,0.72,3664.0,3,3,2,4.0,Relatively New,1800.0,0,0,0,0,1,0,21
flat,sector 83,Vatika Gurgaon 213.7 ★,1.25,6313.0,3,3,2,12.0,Moderately Old,1700.0,0,1,0,0,0,0,95
flat,sector 91,TARC Maceo3.8 ★,0.89,6339.0,2,2,3+,9.0,Relatively New,1302.0,0,0,0,0,1,1,13
flat,sector 102,Shapoorji Pallonji Joyville Gurugram4.0 ★,1.95,10529.0,3,3,3,10.0,Relatively New,1676.0,0,0,0,0,0,0,59
flat,sector 50,The Close South3.9 ★,3.1,12445.0,3,4,3+,4.0,Moderately Old,2450.0,0,1,0,0,0,1,165
flat,sector 113,La Vida by Tata Housing,3.72,13985.0,5,4,3+,0.0,New Property,2956.0,0,0,0,1,0,2,44
flat,sector 79,Mapsko Mount Ville4.1 ★,1.25,8389.0,3,3,3,18.0,Relatively New,1058.0,1,0,0,0,0,1,102
flat,sector 2,Bestech Park View Residency3.9 ★,1.26,8051.0,2,2,3,7.0,Moderately Old,1416.0,1,0,0,0,0,0,84
flat,sector 92,Sare Homes,1.1,5348.0,4,4,3,4.0,Relatively New,2286.0,0,1,0,0,0,0,108
flat,sector 50,The Close North4.0 ★,2.65,10685.0,3,4,3+,6.0,Moderately Old,2470.0,0,1,0,0,0,1,174
house,sector 46,independent,2.4,2963.0,4,4,3,3.0,Moderately Old,900.0,0,0,1,0,0,1,44
flat,sector 74,M3M Skywalk,1.55,13790.0,2,2,3+,18.0,Relatively New,1300.0,0,0,0,0,1,0,137
flat,sector 33,Central Park Flower Valley,1.55,11923.0,3,3,3+,7.0,New Property,1444.0,0,0,0,0,0,1,28
flat,sector 83,Vatika Gurgaon 213.7 ★,1.4,7179.0,4,4,3,10.0,Relatively New,2167.0,0,1,0,0,0,0,35
flat,sector 102,Shapoorji Pallonji Joyville Gurugram4.0 ★,1.3,17687.0,2,2,3,0.0,Relatively New,1009.0,0,0,1,0,0,0,125
house,sector 56,independent,8.0,9654.0,10,10,3+,4.0,Relatively New,8286.0,1,1,0,1,0,2,107
flat,sector 111,Lotus Homz4.0 ★,0.36,8889.0,1,1,1,10.0,Relatively New,450.0,0,0,0,0,0,0,44
flat,sector 14,Essel Towers,2.2,12500.0,3,4,3+,3.0,Old Property,1956.0,0,0,0,0,0,0,0
flat,sector 28,Maruti Vihar,1.0,9091.0,1,1,1,1.0,Old Property,995.0,1,0,0,1,0,1,80
flat,sector 65,Emaar MGF Emerald Floors Premier3.8 ★,2.25,13636.0,3,3,3+,3.0,Relatively New,1493.0,1,1,0,0,0,0,152
flat,sector 79,Bestech Altura,1.72,8000.0,3,4,3+,5.0,Relatively New,1695.0,0,1,0,0,0,1,174
house,sector 48,vipul tatvam villa,8.5,26235.0,4,4,1,2.0,Relatively New,3240.0,0,0,0,0,0,0,21
flat,sector 67a,Pyramid Urban,0.62,11855.0,2,2,2,2.0,Relatively New,581.0,0,0,0,0,0,0,64
house,sector 67,ireo victory valley,8.0,22222.0,6,7,3+,51.0,Moderately Old,3600.0,1,1,0,1,0,1,49
flat,sector 108,Raheja Vedaanta3.6 ★,1.0,4854.0,2,2,2,0.0,Relatively New,2060.0,0,0,0,0,0,0,0
flat,sector 72,Spaze Privy3.9 ★,1.9,9620.0,3,3,3,10.0,Relatively New,1975.0,0,0,0,0,0,0,0
flat,sector 81,DLF The Ultima4.0 ★,2.3,14603.0,3,4,3+,27.0,Relatively New,1825.0,0,1,0,0,0,1,119
flat,sector 91,TARC Maceo3.8 ★,0.9,6870.0,2,2,2,13.0,Relatively New,1186.0,0,0,0,0,0,2,67
flat,sector 109,ATS Tourmaline3.9 ★,2.25,8704.0,3,4,3,14.0,Relatively New,2339.0,0,1,0,0,0,0,101
flat,sector 92,GLS Avenue 51,0.45,7614.0,2,2,1,10.0,New Property,646.0,1,0,0,0,0,1,20
flat,sector 90,DLF New Town Heights 13.9 ★,1.15,5959.0,3,3,3+,9.0,Relatively New,1747.0,0,1,0,1,0,0,88
flat,sector 65,Emaar MGF Emerald Floors Premier3.8 ★,2.36,14303.0,3,3,3,0.0,Relatively New,1493.0,1,1,0,0,0,1,159
flat,sector 74,M3M Skywalk,2.45,12141.0,3,3,3+,25.0,Relatively New,1800.0,1,0,0,0,0,0,137
house,sector 23,independent,5.65,17706.0,7,7,3+,2.0,Moderately Old,5000.0,0,1,0,1,0,0,68
flat,sector 78,Umang Monsoon Breeze,0.95,5491.0,3,3,2,9.0,Relatively New,1730.0,0,0,0,0,0,1,65
flat,sector 47,CGHS Airport Apartment,1.65,7857.0,3,3,3,1.0,Old Property,1906.0,0,0,0,0,1,1,136
flat,sector 86,Ansal Heights 86,0.9,5325.0,3,3,2,10.0,New Property,1690.0,0,0,0,0,0,0,29
flat,sector 93,Signature Global Orchard Avenue3.6 ★,0.36,6716.0,2,2,2,6.0,Relatively New,604.0,0,0,0,0,0,0,16
house,sector 105,independent,1.2,10118.0,3,2,1,2.0,Old Property,1185.51,0,0,0,0,0,0,9
house,sector 31,independent,4.6,32258.0,2,2,2,2.0,Moderately Old,1426.0,0,0,0,0,0,0,0
flat,sector 112,Experion Windchants3.8 ★,5.49,11585.0,4,5,3+,5.0,Relatively New,3655.35,0,1,0,0,0,1,168
house,sector 3 phase 2,independent,0.4,8000.0,2,1,0,1.0,Relatively New,500.0,0,0,0,0,0,0,0
house,sector 3 phase 3 extension,independent,1.5,5000.0,6,1,0,1.0,New Property,3000.0,0,0,0,0,0,0,0
flat,sector 3,Godrej Habitat,1.35,12784.0,2,2,0,4.0,Under Construction,1056.0,0,0,0,0,0,0,0
flat,sector 48,Parsvnath Green Ville3.9 ★,2.5,12821.0,4,5,3,1.0,Moderately Old,2167.0,0,0,0,0,1,1,49
flat,sector 54,DLF Park Place4.1 ★,4.86,25920.0,3,4,3+,7.0,Relatively New,1875.0,0,1,0,0,0,1,49
flat,sohna road,Eldeco Accolade3.8 ★,1.1,7550.0,2,2,3+,17.0,Relatively New,1319.0,1,0,0,0,1,1,7
house,sector 26,arjun marg/ sector- 26 phase- 1/ golf course road,31.5,35000.0,7,9,3+,3.0,Moderately Old,9000.0,1,1,1,1,0,2,74
flat,sector 59,Conscient Elevate,3.78,16499.0,3,3,3,3.0,Under Construction,2550.0,0,0,0,0,0,0,31
house,sector 82,independent,7.0,21605.0,4,4,3+,1.0,Relatively New,3240.0,1,1,0,1,0,1,49
flat,sector 82,Vatika The Seven Lamps3.8 ★,0.85,6538.0,2,2,2,0.0,Relatively New,1176.0,0,0,0,0,0,1,49
flat,manesar,IMT View Society,0.95,3652.0,3,4,3,6.0,Moderately Old,2232.0,0,1,0,0,0,0,81
flat,sector 67,M3M Merlin3.7 ★,2.98,14558.0,3,3,3,0.0,Relatively New,2047.0,0,0,0,0,1,1,49
flat,sector 106,Paras Dews,1.35,7297.0,4,4,3+,18.0,Relatively New,2100.0,0,1,0,1,0,1,174
flat,sector 109,SBTL Caladium,1.68,6601.0,3,3,3+,7.0,Moderately Old,2303.0,0,1,0,0,0,0,134
flat,sector 85,SS The Leaf3.8 ★,1.14,6951.0,2,2,3,4.0,Relatively New,1484.0,0,0,0,0,0,0,109
house,sector 6,independent,0.75,10519.0,2,4,1,3.0,Moderately Old,713.0,0,0,0,0,0,0,62
flat,sector 70,Shree Vardhman Victoria3.8 ★,1.55,7949.0,3,3,3,6.0,Relatively New,1527.0,1,1,0,1,1,0,49
flat,sohna road,HCBS Sports Ville3.6 ★,0.32,4301.0,2,2,1,3.0,Relatively New,744.000768,0,0,0,0,0,0,109
flat,sector 81,DLF The Ultima4.0 ★,2.25,10553.0,3,3,3+,6.0,New Property,1929.0,0,1,0,0,0,2,168
flat,sector 102,Conscient Heritage Max4.3 ★,2.0,9307.0,3,4,3+,13.0,Relatively New,1900.0,1,1,0,0,0,1,174
flat,sector 69,Tulip Violet4.3 ★,1.32,8413.0,3,3,1,12.0,Relatively New,1419.0,0,0,0,1,0,0,86
